transition,k,singular_value,normalized
L30_to_L31,12,30.806413650512695,0.0533696748316288
L30_to_L31,13,26.740272521972656,0.046325407922267914
L30_to_L31,14,25.88849639892578,0.04484977200627327
L30_to_L31,15,23.990415573120117,0.04156149923801422
L30_to_L31,16,22.593524932861328,0.039141494780778885
L30_to_L31,17,20.09775161743164,0.03481776639819145
L30_to_L31,18,19.567119598388672,0.0338984876871109
L30_to_L31,19,17.335962295532227,0.030033184215426445
L30_to_L31,20,16.877927780151367,0.029239675030112267
L30_to_L31,21,15.636957168579102,0.027089791372418404
L30_to_L31,22,14.89802074432373,0.025809641927480698
L30_to_L31,23,13.914326667785645,0.02410547062754631
L30_to_L31,24,13.11596393585205,0.02272237092256546
L30_to_L31,25,12.552828788757324,0.021746782585978508
L30_to_L31,26,12.020606994628906,0.020824750885367393
L30_to_L31,27,11.39826774597168,0.019746597856283188
L30_to_L31,28,11.216590881347656,0.019431857392191887
L30_to_L31,29,10.4186372756958,0.018049465492367744
L30_to_L31,30,10.341185569763184,0.017915286123752594
L30_to_L31,31,9.860678672790527,0.01708284579217434
L30_to_L31,32,9.260470390319824,0.016043033450841904
L30_to_L31,33,8.647193908691406,0.014980579726397991
L30_to_L31,34,8.447986602783203,0.01463546883314848
L30_to_L31,35,8.033134460449219,0.013916769996285439
L30_to_L31,36,7.684965133666992,0.01331359427422285
L30_to_L31,37,7.508546829223633,0.013007963076233864
L30_to_L31,38,7.219958782196045,0.012508007697761059
L30_to_L31,39,6.975897312164307,0.012085190042853355
L30_to_L31,40,6.74015998840332,0.011676793918013573
L30_to_L31,41,6.615960121154785,0.011461627669632435
L30_to_L31,42,6.407956600189209,0.01110127754509449
L30_to_L31,43,6.040365695953369,0.010464455932378769
L30_to_L31,44,5.8965253829956055,0.010215263813734055
L30_to_L31,45,5.830897808074951,0.010101568885147572
L30_to_L31,46,5.4769768714904785,0.009488428942859173
L30_to_L31,47,5.162509441375732,0.008943639695644379
L30_to_L31,48,5.127901077270508,0.008883683010935783
L30_to_L31,49,4.949554920196533,0.008574712090194225
L30_to_L31,50,4.829342365264893,0.00836645346134901
L30_to_L31,51,4.718604564666748,0.008174609392881393
L30_to_L31,52,4.631321430206299,0.008023397997021675
L30_to_L31,53,4.576585292816162,0.007928571663796902
L30_to_L31,54,4.217490196228027,0.007306468207389116
L30_to_L31,55,4.172201156616211,0.007228008471429348
L30_to_L31,56,4.03318977355957,0.0069871824234724045
L30_to_L31,57,3.9266443252563477,0.006802600808441639
L30_to_L31,58,3.8632750511169434,0.006692818365991116
L30_to_L31,59,3.567566156387329,0.006180526223033667
L30_to_L31,60,3.5257086753845215,0.006108011584728956
L30_to_L31,61,3.4934158325195312,0.006052066572010517
L30_to_L31,62,3.319615364074707,0.0057509709149599075
L30_to_L31,63,3.2837414741516113,0.005688822362571955
L30_to_L31,64,3.1897242069244385,0.005525944754481316
L30_to_L31,65,3.14811110496521,0.005453853402286768
L30_to_L31,66,3.0691685676574707,0.005317091941833496
L30_to_L31,67,3.0025768280029297,0.00520172668620944
L30_to_L31,68,2.9316468238830566,0.005078846123069525
L30_to_L31,69,2.7952187061309814,0.004842495545744896
L30_to_L31,70,2.7659547328948975,0.0047917976044118404
L30_to_L31,71,2.62218976020813,0.0045427363365888596
L30_to_L31,72,2.6141316890716553,0.004528776276856661
L30_to_L31,73,2.58125376701355,0.00447181798517704
L30_to_L31,74,2.446514844894409,0.004238393623381853
L30_to_L31,75,2.4173059463500977,0.004187791142612696
L30_to_L31,76,2.3038923740386963,0.00399131141602993
L30_to_L31,77,2.241703748703003,0.003883574390783906
L30_to_L31,78,2.1826205253601074,0.003781217383220792
L30_to_L31,79,2.1644070148468018,0.0037496639415621758
L30_to_L31,80,2.1358838081359863,0.0037002498283982277
L30_to_L31,81,2.0698187351226807,0.003585797268897295
L30_to_L31,82,2.050717353820801,0.003552705515176058
L30_to_L31,83,1.958220362663269,0.003392461920157075
L30_to_L31,84,1.9311444759368896,0.0033455551601946354
L30_to_L31,85,1.9143116474151611,0.0033163935877382755
L30_to_L31,86,1.843230128288269,0.0031932503916323185
L30_to_L31,87,1.76929771900177,0.0030651683919131756
L30_to_L31,88,1.719882607460022,0.00297956052236259
L30_to_L31,89,1.5648918151855469,0.0027110513765364885
L30_to_L31,90,1.5323244333267212,0.0026546309236437082
L30_to_L31,91,1.5135786533355713,0.002622155239805579
L30_to_L31,92,1.4017268419265747,0.002428380772471428
L30_to_L31,93,1.3395181894302368,0.002320609288290143
L30_to_L31,94,1.2463083267211914,0.0021591305267065763
L30_to_L31,95,1.0903600454330444,0.001888962578959763
L30_to_L31,96,1.0000007152557373,0.001732422155328095
L30_to_L31,97,1.0000007152557373,0.001732422155328095
L30_to_L31,98,1.0000005960464478,0.0017324219224974513
L30_to_L31,99,1.0000005960464478,0.0017324219224974513
