layer,metric,PC,spearman_r,p,n
14,M1_dir_refC,5,0.11009809501766613,3.807270079294381e-161,60000
15,M1_dir_refC,1,-0.33059288314211244,0.0,60000
15,M1_dir_refC,2,-0.07068401256956078,2.5473394923073782e-67,60000
15,M1_dir_refC,3,0.029722454381270514,3.290492504399063e-13,60000
15,M1_dir_refC,4,0.039382282988216534,4.906362611038196e-22,60000
15,M1_dir_refC,5,0.11842487485231133,2.68785926042678e-186,60000
16,M1_dir_refC,1,-0.36802068048368763,0.0,60000
16,M1_dir_refC,2,-0.05779202411502577,1.452950744710878e-45,60000
16,M1_dir_refC,3,0.03394744072885638,8.975120841336234e-17,60000
16,M1_dir_refC,4,0.004019916415562332,0.3247921553114548,60000
16,M1_dir_refC,5,0.16091640791348655,0.0,60000
17,M1_dir_refC,1,-0.3178687065937444,0.0,60000
17,M1_dir_refC,2,-0.07407994977576289,8.855241717214604e-74,60000
17,M1_dir_refC,3,0.01917733818342424,2.6297433972590538e-06,60000
17,M1_dir_refC,4,0.04502530531709922,2.611686591441765e-28,60000
17,M1_dir_refC,5,0.1678649604070029,0.0,60000
18,M1_dir_refC,1,-0.3242741762938261,0.0,60000
18,M1_dir_refC,2,-0.07565595565802237,7.019021397343181e-77,60000
18,M1_dir_refC,3,0.01597079281798139,9.146013924679669e-05,60000
18,M1_dir_refC,4,0.05197128953234352,3.605456854637281e-37,60000
18,M1_dir_refC,5,0.11125374968452345,1.5922585575946882e-164,60000
19,M1_dir_refC,1,-0.33165890953719046,0.0,60000
19,M1_dir_refC,2,-0.069264811574244,1.0356489743514808e-64,60000
19,M1_dir_refC,3,0.0054186336491073555,0.18441910453576316,60000
19,M1_dir_refC,4,0.025736114550884093,2.882911435622203e-10,60000
19,M1_dir_refC,5,0.08076468846444643,2.201733911370914e-87,60000
20,M1_dir_refC,1,-0.32540612569895583,0.0,60000
20,M1_dir_refC,2,-0.06832442037547738,5.186080367069041e-63,60000
20,M1_dir_refC,3,0.013221264412314165,0.0012011402069525697,60000
20,M1_dir_refC,4,0.0522465381242131,1.5133724479518452e-37,60000
20,M1_dir_refC,5,0.0703787856717425,9.369389148281898e-67,60000
21,M1_dir_refC,1,-0.3202015415263524,0.0,60000
21,M1_dir_refC,2,-0.0650391315450362,2.950038175747938e-57,60000
21,M1_dir_refC,3,-0.007723922049854675,0.05849689869269116,60000
21,M1_dir_refC,4,0.03312987390453425,4.77110902719714e-16,60000
21,M1_dir_refC,5,0.08927169028433343,2.071739075994401e-106,60000
22,M1_dir_refC,1,-0.30591553311698405,0.0,60000
22,M1_dir_refC,2,-0.061901313787256634,5.0298049071891345e-52,60000
22,M1_dir_refC,3,-0.01786490242240304,1.2073987512454495e-05,60000
22,M1_dir_refC,4,0.009731652390260427,0.017136539209369153,60000
22,M1_dir_refC,5,0.05315354400589679,8.386752494757149e-39,60000
23,M1_dir_refC,1,-0.34762839689968533,0.0,60000
23,M1_dir_refC,2,-0.052977916802777386,1.4741586162325795e-38,60000
23,M1_dir_refC,3,-0.023963477652581385,4.343519871315005e-09,60000
23,M1_dir_refC,4,0.0061336214965880195,0.13299199759197547,60000
23,M1_dir_refC,5,0.0388800694291189,1.618367900204549e-21,60000
24,M1_dir_refC,1,-0.3068143193162047,0.0,60000
24,M1_dir_refC,2,-0.0983998243494827,5.710007723326503e-129,60000
24,M1_dir_refC,3,-0.032895769628632936,7.642044481364236e-16,60000
24,M1_dir_refC,4,0.0070514311261832075,0.08412702784425284,60000
24,M1_dir_refC,5,0.14453254836567078,2.0458646469585767e-277,60000
25,M1_dir_refC,1,-0.30364415271528217,0.0,60000
25,M1_dir_refC,2,-0.10365050097355172,5.883978661717903e-143,60000
25,M1_dir_refC,3,-0.015969847193249898,9.154794123715191e-05,60000
25,M1_dir_refC,4,0.03090601808841288,3.673845564485293e-14,60000
25,M1_dir_refC,5,0.11962902138695297,4.3324898494823664e-190,60000
26,M1_dir_refC,1,-0.25537552143696146,0.0,60000
26,M1_dir_refC,2,-0.11134464432061947,8.604980554226464e-165,60000
26,M1_dir_refC,3,-0.02634828264174144,1.082397079588939e-10,60000
26,M1_dir_refC,4,0.03501970911444953,9.446590273740985e-18,60000
26,M1_dir_refC,5,0.16101297447070287,0.0,60000
27,M1_dir_refC,1,0.06752973813632172,1.3581945863034326e-61,60000
27,M1_dir_refC,2,-0.13062096633165035,1.5482062587629197e-226,60000
27,M1_dir_refC,3,-0.05872025782693721,5.515298584857312e-47,60000
27,M1_dir_refC,4,-0.07081782446928514,1.4366197584273564e-67,60000
27,M1_dir_refC,5,0.2078157412263895,0.0,60000
28,M1_dir_refC,1,-0.06679070326823301,2.7344057215315953e-60,60000
28,M1_dir_refC,2,-0.06163773269553335,1.346639652729225e-51,60000
28,M1_dir_refC,3,-0.022145032662542516,5.7969069327566725e-08,60000
28,M1_dir_refC,4,-0.13142772882160345,2.424938162774758e-229,60000
28,M1_dir_refC,5,0.035573768641539175,2.8735163495588087e-18,60000
29,M1_dir_refC,1,-0.14604493208504848,2.8666399267959524e-283,60000
29,M1_dir_refC,2,0.13580289282441604,7.2614152644823086e-245,60000
29,M1_dir_refC,3,0.16308577454447915,0.0,60000
29,M1_dir_refC,4,-0.06759937892403953,1.0217663146043504e-61,60000
29,M1_dir_refC,5,-0.04278918127686102,1.0044562830977984e-25,60000
30,M1_dir_refC,1,-0.053785854234614426,1.0839878872004048e-39,60000
30,M1_dir_refC,2,-0.007696174636613362,0.05940841165573791,60000
30,M1_dir_refC,3,0.025688267739432252,3.109428404385798e-10,60000
30,M1_dir_refC,4,-0.033079973303557705,5.276516841565139e-16,60000
30,M1_dir_refC,5,-0.023880151897334723,4.911859566722723e-09,60000
31,M1_dir_refC,1,-0.053785854234614426,1.0839878872004048e-39,60000
31,M1_dir_refC,2,-0.007696174636613362,0.05940841165573791,60000
31,M1_dir_refC,3,0.025688267739432252,3.109428404385798e-10,60000
31,M1_dir_refC,4,-0.033079973303557705,5.276516841565139e-16,60000
31,M1_dir_refC,5,-0.023880151897334723,4.911859566722723e-09,60000
0,M2_mag_refA,1,-0.034277991293248274,4.516338707919292e-17,60000
0,M2_mag_refA,2,0.0189762898655682,3.342856237861489e-06,60000
0,M2_mag_refA,3,-0.039559959172784896,3.204947540352114e-22,60000
0,M2_mag_refA,4,0.007362523796178832,0.07132078502695047,60000
0,M2_mag_refA,5,-0.03500624061847798,9.721664307131574e-18,60000
1,M2_mag_refA,1,-0.0428003833989804,9.756745752073356e-26,60000
1,M2_mag_refA,2,0.012850726772489465,0.0016448353812451343,60000
1,M2_mag_refA,3,-0.04908428893553696,2.4672165703325992e-33,60000
1,M2_mag_refA,4,0.007079067893565302,0.08291878967140424,60000
1,M2_mag_refA,5,-0.04253269793443043,1.950405784288395e-25,60000
2,M2_mag_refA,1,-0.03861051599054501,3.051964650248121e-21,60000
2,M2_mag_refA,2,-0.03904453894194879,1.096613179991728e-21,60000
2,M2_mag_refA,3,-0.07108350726974308,4.592621722235417e-68,60000
2,M2_mag_refA,4,-0.0005801028182122375,0.8870068301201467,60000
2,M2_mag_refA,5,-0.06024545378069396,2.2813327503748404e-49,60000
3,M2_mag_refA,1,-0.11158963696610265,1.634067068832996e-165,60000
3,M2_mag_refA,2,0.0009025132060593493,0.8250417258926075,60000
3,M2_mag_refA,3,-0.09013855804767802,1.8598424169628216e-108,60000
3,M2_mag_refA,4,-0.05774763650094883,1.6967646472072444e-45,60000
3,M2_mag_refA,5,0.00789028008326347,0.05327244668389615,60000
4,M2_mag_refA,1,-0.21690696238917836,0.0,60000
4,M2_mag_refA,2,0.002766953708995399,0.49793044021358357,60000
4,M2_mag_refA,3,-0.17644813024345693,0.0,60000
4,M2_mag_refA,4,-0.01942323618245383,1.9547066479564342e-06,60000
4,M2_mag_refA,5,-0.3093996872414119,0.0,60000
5,M2_mag_refA,1,-0.01859160459553306,5.256200666134884e-06,60000
5,M2_mag_refA,2,0.041782723340836186,1.3274644089913607e-24,60000
5,M2_mag_refA,3,-0.21282770461617237,0.0,60000
5,M2_mag_refA,4,-0.03651446023168647,3.653514462901258e-19,60000
5,M2_mag_refA,5,-0.4496268630367647,0.0,60000
6,M2_mag_refA,1,-0.31529255564890857,0.0,60000
6,M2_mag_refA,2,0.05447246550385322,1.1436985146035872e-40,60000
6,M2_mag_refA,3,-0.151874572867389,1.9928324601252553e-306,60000
6,M2_mag_refA,4,-0.14328680392628934,1.2154743948998192e-272,60000
6,M2_mag_refA,5,-0.2194215932173022,0.0,60000
7,M2_mag_refA,1,-0.2518918286546675,0.0,60000
7,M2_mag_refA,2,0.06663666800940034,5.0912199060699e-60,60000
7,M2_mag_refA,3,-0.16912125118966126,0.0,60000
7,M2_mag_refA,4,-0.18862803160521088,0.0,60000
7,M2_mag_refA,5,-0.0777052102887144,5.199933229286441e-81,60000
8,M2_mag_refA,1,-0.10175516328063032,8.014250623490597e-138,60000
8,M2_mag_refA,2,0.045400505496685985,9.342075936411457e-29,60000
8,M2_mag_refA,3,-0.2837589634606955,0.0,60000
8,M2_mag_refA,4,-0.162444443838447,0.0,60000
8,M2_mag_refA,5,-0.39789409073843734,0.0,60000
9,M2_mag_refA,1,-0.26759917390549914,0.0,60000
9,M2_mag_refA,2,0.021503062690855116,1.3817942299298266e-07,60000
9,M2_mag_refA,3,-0.23065570240994873,0.0,60000
9,M2_mag_refA,4,-0.1308046958880601,3.5691649899604137e-227,60000
9,M2_mag_refA,5,-0.32292015805728885,0.0,60000
10,M2_mag_refA,1,-0.5669402986125828,0.0,60000
10,M2_mag_refA,2,-0.008285090701957418,0.04241583339458267,60000
10,M2_mag_refA,3,-0.21479317152346605,0.0,60000
10,M2_mag_refA,4,-0.22075653233876297,0.0,60000
10,M2_mag_refA,5,0.02011558979928755,8.32079312800688e-07,60000
11,M2_mag_refA,1,-0.5114948539556577,0.0,60000
11,M2_mag_refA,2,-0.01925826239998254,2.3860698132871234e-06,60000
11,M2_mag_refA,3,-0.18586653764344668,0.0,60000
11,M2_mag_refA,4,-0.20449128797421356,0.0,60000
11,M2_mag_refA,5,-0.0009611214228603173,0.8138820999239161,60000
12,M2_mag_refA,1,-0.4038355949315124,0.0,60000
12,M2_mag_refA,2,-0.010595038357624691,0.009451868838446115,60000
12,M2_mag_refA,3,-0.26733158351941433,0.0,60000
12,M2_mag_refA,4,-0.229370994140825,0.0,60000
12,M2_mag_refA,5,-0.17070826221147073,0.0,60000
13,M2_mag_refA,1,-0.5312109939777356,0.0,60000
13,M2_mag_refA,2,-0.023347779868534528,1.0672788446841098e-08,60000
13,M2_mag_refA,3,-0.14073760188443607,5.244773588925332e-263,60000
13,M2_mag_refA,4,-0.14685677579263062,1.9455294439647359e-286,60000
13,M2_mag_refA,5,-0.11140191831741136,5.837523498972882e-165,60000
14,M2_mag_refA,1,-0.5269439822548229,0.0,60000
14,M2_mag_refA,2,-0.021141153692289805,2.231086198487054e-07,60000
14,M2_mag_refA,3,-0.14819028845845925,1.109339225393108e-291,60000
14,M2_mag_refA,4,-0.1628307927798944,0.0,60000
14,M2_mag_refA,5,-0.056085404688670105,5.1926110712082536e-43,60000
15,M2_mag_refA,1,-0.4721206546981815,0.0,60000
15,M2_mag_refA,2,0.0011159737413717291,0.7845834048754075,60000
15,M2_mag_refA,3,-0.21176614697725613,0.0,60000
15,M2_mag_refA,4,-0.2289039764262914,0.0,60000
15,M2_mag_refA,5,-0.010203828681986939,0.01243931456324903,60000
16,M2_mag_refA,1,-0.38468510200170286,0.0,60000
16,M2_mag_refA,2,0.02137619047482088,1.6359253320791342e-07,60000
16,M2_mag_refA,3,-0.23581679604007097,0.0,60000
16,M2_mag_refA,4,-0.30286373823338175,0.0,60000
16,M2_mag_refA,5,0.08263150831032248,2.1483907379521494e-91,60000
17,M2_mag_refA,1,-0.5386298249964603,0.0,60000
17,M2_mag_refA,2,0.003948890492976818,0.3334139271805059,60000
17,M2_mag_refA,3,-0.19585966262412882,0.0,60000
17,M2_mag_refA,4,-0.18961047535596465,0.0,60000
17,M2_mag_refA,5,0.04909209179047765,2.410652278892494e-33,60000
18,M2_mag_refA,1,-0.5507065107615622,0.0,60000
18,M2_mag_refA,2,0.01582722144808555,0.00010574205788264957,60000
18,M2_mag_refA,3,-0.19352742500315526,0.0,60000
18,M2_mag_refA,4,-0.17591688280057588,0.0,60000
18,M2_mag_refA,5,-0.04157974406934258,2.2178611989139883e-24,60000
19,M2_mag_refA,1,-0.5322312794693379,0.0,60000
19,M2_mag_refA,2,0.026246605741743693,1.2755960406078583e-10,60000
19,M2_mag_refA,3,-0.2172507745130951,0.0,60000
19,M2_mag_refA,4,-0.22985894987349734,0.0,60000
19,M2_mag_refA,5,-0.04642424783979899,5.4148435166631026e-30,60000
20,M2_mag_refA,1,-0.5764007398668518,0.0,60000
20,M2_mag_refA,2,0.017240247996666645,2.408505032774086e-05,60000
20,M2_mag_refA,3,-0.1773626707747257,0.0,60000
20,M2_mag_refA,4,-0.17723972204749672,0.0,60000
20,M2_mag_refA,5,-0.07878139522614404,3.1801454507409422e-83,60000
21,M2_mag_refA,1,-0.5928807584797355,0.0,60000
21,M2_mag_refA,2,0.028995023368091326,1.215072704702263e-12,60000
21,M2_mag_refA,3,-0.18931715486305828,0.0,60000
21,M2_mag_refA,4,-0.19899076256333675,0.0,60000
21,M2_mag_refA,5,-0.036380925339363525,4.911933691241086e-19,60000
22,M2_mag_refA,1,-0.5791351566564044,0.0,60000
22,M2_mag_refA,2,0.052518751415088306,6.384733304885684e-38,60000
22,M2_mag_refA,3,-0.2464210146944325,0.0,60000
22,M2_mag_refA,4,-0.2726541186151304,0.0,60000
22,M2_mag_refA,5,-0.0539831039029103,5.697654623622043e-40,60000
23,M2_mag_refA,1,-0.5938590973694478,0.0,60000
23,M2_mag_refA,2,0.06099093625852586,1.4826902265376607e-50,60000
23,M2_mag_refA,3,-0.29447188392985274,0.0,60000
23,M2_mag_refA,4,-0.3466088196896114,0.0,60000
23,M2_mag_refA,5,0.015509272778699356,0.00014520504058832846,60000
24,M2_mag_refA,1,-0.668639791894802,0.0,60000
24,M2_mag_refA,2,0.02562523276245198,3.434535712890176e-10,60000
24,M2_mag_refA,3,-0.27196694043424935,0.0,60000
24,M2_mag_refA,4,-0.3494193621630293,0.0,60000
24,M2_mag_refA,5,0.10731486258768244,3.7120990629553054e-153,60000
25,M2_mag_refA,1,-0.6791315823111769,0.0,60000
25,M2_mag_refA,2,0.017505644268789682,1.801034962716689e-05,60000
25,M2_mag_refA,3,-0.18888142603984606,0.0,60000
25,M2_mag_refA,4,-0.25715139674847604,0.0,60000
25,M2_mag_refA,5,0.0724203542137363,1.3857391983482206e-70,60000
26,M2_mag_refA,1,-0.6960349347668856,0.0,60000
26,M2_mag_refA,2,-0.00424113550680824,0.29887691252236215,60000
26,M2_mag_refA,3,-0.18767942573806518,0.0,60000
26,M2_mag_refA,4,-0.15927687074652272,0.0,60000
26,M2_mag_refA,5,0.08639835755027767,9.074484381309135e-100,60000
27,M2_mag_refA,1,0.29762884733266926,0.0,60000
27,M2_mag_refA,2,0.0016044735862948162,0.6943148842177538,60000
27,M2_mag_refA,3,-0.3348203574120455,0.0,60000
27,M2_mag_refA,4,-0.3103725487352276,0.0,60000
27,M2_mag_refA,5,0.2689871722617242,0.0,60000
28,M2_mag_refA,1,0.0313666223467338,1.530535472463319e-14,60000
28,M2_mag_refA,2,-0.06827480399192662,6.36600708937351e-63,60000
28,M2_mag_refA,3,-0.11630057544841238,1.0575482612285145e-179,60000
28,M2_mag_refA,4,-0.3235272056932695,0.0,60000
28,M2_mag_refA,5,-0.02272799706884798,2.5797164860025273e-08,60000
29,M2_mag_refA,1,-0.15870373844430374,0.0,60000
29,M2_mag_refA,2,0.3372989160670426,0.0,60000
29,M2_mag_refA,3,0.3928135874481022,0.0,60000
29,M2_mag_refA,4,0.0842162252380519,7.160858340796478e-95,60000
29,M2_mag_refA,5,-0.21004974219573244,0.0,60000
30,M2_mag_refA,1,-0.16988736482800737,0.0,60000
30,M2_mag_refA,2,0.16991469983765,0.0,60000
30,M2_mag_refA,3,0.043365697149353295,2.227919255129103e-26,60000
30,M2_mag_refA,4,-0.0312484912161808,1.918198449304727e-14,60000
30,M2_mag_refA,5,-0.02480270010096894,1.2306081865074664e-09,60000
31,M2_mag_refA,1,-0.16988736482800737,0.0,60000
31,M2_mag_refA,2,0.16991469983765,0.0,60000
31,M2_mag_refA,3,0.043365697149353295,2.227919255129103e-26,60000
31,M2_mag_refA,4,-0.0312484912161808,1.918198449304727e-14,60000
31,M2_mag_refA,5,-0.02480270010096894,1.2306081865074664e-09,60000
0,M2_mag_refB_diag,1,,,60000
0,M2_mag_refB_diag,2,,,60000
0,M2_mag_refB_diag,3,,,60000
0,M2_mag_refB_diag,4,,,60000
0,M2_mag_refB_diag,5,,,60000
1,M2_mag_refB_diag,1,,,60000
1,M2_mag_refB_diag,2,,,60000
1,M2_mag_refB_diag,3,,,60000
1,M2_mag_refB_diag,4,,,60000
1,M2_mag_refB_diag,5,,,60000
2,M2_mag_refB_diag,1,,,60000
2,M2_mag_refB_diag,2,,,60000
2,M2_mag_refB_diag,3,,,60000
2,M2_mag_refB_diag,4,,,60000
2,M2_mag_refB_diag,5,,,60000
3,M2_mag_refB_diag,1,,,60000
3,M2_mag_refB_diag,2,,,60000
3,M2_mag_refB_diag,3,,,60000
3,M2_mag_refB_diag,4,,,60000
3,M2_mag_refB_diag,5,,,60000
4,M2_mag_refB_diag,1,,,60000
4,M2_mag_refB_diag,2,,,60000
4,M2_mag_refB_diag,3,,,60000
4,M2_mag_refB_diag,4,,,60000
4,M2_mag_refB_diag,5,,,60000
5,M2_mag_refB_diag,1,,,60000
5,M2_mag_refB_diag,2,,,60000
5,M2_mag_refB_diag,3,,,60000
5,M2_mag_refB_diag,4,,,60000
5,M2_mag_refB_diag,5,,,60000
6,M2_mag_refB_diag,1,,,60000
6,M2_mag_refB_diag,2,,,60000
6,M2_mag_refB_diag,3,,,60000
6,M2_mag_refB_diag,4,,,60000
6,M2_mag_refB_diag,5,,,60000
7,M2_mag_refB_diag,1,,,60000
7,M2_mag_refB_diag,2,,,60000
7,M2_mag_refB_diag,3,,,60000
7,M2_mag_refB_diag,4,,,60000
7,M2_mag_refB_diag,5,,,60000
8,M2_mag_refB_diag,1,,,60000
8,M2_mag_refB_diag,2,,,60000
8,M2_mag_refB_diag,3,,,60000
8,M2_mag_refB_diag,4,,,60000
8,M2_mag_refB_diag,5,,,60000
9,M2_mag_refB_diag,1,,,60000
9,M2_mag_refB_diag,2,,,60000
9,M2_mag_refB_diag,3,,,60000
9,M2_mag_refB_diag,4,,,60000
9,M2_mag_refB_diag,5,,,60000
10,M2_mag_refB_diag,1,,,60000
10,M2_mag_refB_diag,2,,,60000
10,M2_mag_refB_diag,3,,,60000
10,M2_mag_refB_diag,4,,,60000
10,M2_mag_refB_diag,5,,,60000
11,M2_mag_refB_diag,1,,,60000
11,M2_mag_refB_diag,2,,,60000
11,M2_mag_refB_diag,3,,,60000
11,M2_mag_refB_diag,4,,,60000
11,M2_mag_refB_diag,5,,,60000
12,M2_mag_refB_diag,1,,,60000
12,M2_mag_refB_diag,2,,,60000
12,M2_mag_refB_diag,3,,,60000
12,M2_mag_refB_diag,4,,,60000
12,M2_mag_refB_diag,5,,,60000
13,M2_mag_refB_diag,1,,,60000
13,M2_mag_refB_diag,2,,,60000
13,M2_mag_refB_diag,3,,,60000
13,M2_mag_refB_diag,4,,,60000
13,M2_mag_refB_diag,5,,,60000
14,M2_mag_refB_diag,1,,,60000
14,M2_mag_refB_diag,2,,,60000
14,M2_mag_refB_diag,3,,,60000
14,M2_mag_refB_diag,4,,,60000
14,M2_mag_refB_diag,5,,,60000
15,M2_mag_refB_diag,1,,,60000
15,M2_mag_refB_diag,2,,,60000
15,M2_mag_refB_diag,3,,,60000
15,M2_mag_refB_diag,4,,,60000
15,M2_mag_refB_diag,5,,,60000
16,M2_mag_refB_diag,1,,,60000
16,M2_mag_refB_diag,2,,,60000
16,M2_mag_refB_diag,3,,,60000
16,M2_mag_refB_diag,4,,,60000
16,M2_mag_refB_diag,5,,,60000
17,M2_mag_refB_diag,1,,,60000
17,M2_mag_refB_diag,2,,,60000
17,M2_mag_refB_diag,3,,,60000
17,M2_mag_refB_diag,4,,,60000
17,M2_mag_refB_diag,5,,,60000
18,M2_mag_refB_diag,1,,,60000
18,M2_mag_refB_diag,2,,,60000
18,M2_mag_refB_diag,3,,,60000
18,M2_mag_refB_diag,4,,,60000
18,M2_mag_refB_diag,5,,,60000
19,M2_mag_refB_diag,1,,,60000
19,M2_mag_refB_diag,2,,,60000
19,M2_mag_refB_diag,3,,,60000
19,M2_mag_refB_diag,4,,,60000
19,M2_mag_refB_diag,5,,,60000
20,M2_mag_refB_diag,1,,,60000
20,M2_mag_refB_diag,2,,,60000
20,M2_mag_refB_diag,3,,,60000
20,M2_mag_refB_diag,4,,,60000
20,M2_mag_refB_diag,5,,,60000
21,M2_mag_refB_diag,1,,,60000
21,M2_mag_refB_diag,2,,,60000
21,M2_mag_refB_diag,3,,,60000
21,M2_mag_refB_diag,4,,,60000
21,M2_mag_refB_diag,5,,,60000
22,M2_mag_refB_diag,1,,,60000
22,M2_mag_refB_diag,2,,,60000
22,M2_mag_refB_diag,3,,,60000
22,M2_mag_refB_diag,4,,,60000
22,M2_mag_refB_diag,5,,,60000
23,M2_mag_refB_diag,1,,,60000
23,M2_mag_refB_diag,2,,,60000
23,M2_mag_refB_diag,3,,,60000
23,M2_mag_refB_diag,4,,,60000
23,M2_mag_refB_diag,5,,,60000
24,M2_mag_refB_diag,1,,,60000
24,M2_mag_refB_diag,2,,,60000
24,M2_mag_refB_diag,3,,,60000
24,M2_mag_refB_diag,4,,,60000
24,M2_mag_refB_diag,5,,,60000
25,M2_mag_refB_diag,1,,,60000
25,M2_mag_refB_diag,2,,,60000
25,M2_mag_refB_diag,3,,,60000
25,M2_mag_refB_diag,4,,,60000
25,M2_mag_refB_diag,5,,,60000
26,M2_mag_refB_diag,1,,,60000
26,M2_mag_refB_diag,2,,,60000
26,M2_mag_refB_diag,3,,,60000
26,M2_mag_refB_diag,4,,,60000
26,M2_mag_refB_diag,5,,,60000
27,M2_mag_refB_diag,1,,,60000
27,M2_mag_refB_diag,2,,,60000
27,M2_mag_refB_diag,3,,,60000
27,M2_mag_refB_diag,4,,,60000
27,M2_mag_refB_diag,5,,,60000
28,M2_mag_refB_diag,1,,,60000
28,M2_mag_refB_diag,2,,,60000
28,M2_mag_refB_diag,3,,,60000
28,M2_mag_refB_diag,4,,,60000
28,M2_mag_refB_diag,5,,,60000
29,M2_mag_refB_diag,1,,,60000
29,M2_mag_refB_diag,2,,,60000
29,M2_mag_refB_diag,3,,,60000
29,M2_mag_refB_diag,4,,,60000
29,M2_mag_refB_diag,5,,,60000
30,M2_mag_refB_diag,1,,,60000
30,M2_mag_refB_diag,2,,,60000
30,M2_mag_refB_diag,3,,,60000
30,M2_mag_refB_diag,4,,,60000
30,M2_mag_refB_diag,5,,,60000
31,M2_mag_refB_diag,1,,,60000
31,M2_mag_refB_diag,2,,,60000
31,M2_mag_refB_diag,3,,,60000
31,M2_mag_refB_diag,4,,,60000
31,M2_mag_refB_diag,5,,,60000
0,M2_mag_refC_diag,1,,,60000
0,M2_mag_refC_diag,2,,,60000
0,M2_mag_refC_diag,3,,,60000
0,M2_mag_refC_diag,4,,,60000
0,M2_mag_refC_diag,5,,,60000
1,M2_mag_refC_diag,1,,,60000
1,M2_mag_refC_diag,2,,,60000
1,M2_mag_refC_diag,3,,,60000
1,M2_mag_refC_diag,4,,,60000
1,M2_mag_refC_diag,5,,,60000
2,M2_mag_refC_diag,1,,,60000
2,M2_mag_refC_diag,2,,,60000
2,M2_mag_refC_diag,3,,,60000
2,M2_mag_refC_diag,4,,,60000
2,M2_mag_refC_diag,5,,,60000
3,M2_mag_refC_diag,1,,,60000
3,M2_mag_refC_diag,2,,,60000
3,M2_mag_refC_diag,3,,,60000
3,M2_mag_refC_diag,4,,,60000
3,M2_mag_refC_diag,5,,,60000
4,M2_mag_refC_diag,1,,,60000
4,M2_mag_refC_diag,2,,,60000
4,M2_mag_refC_diag,3,,,60000
4,M2_mag_refC_diag,4,,,60000
4,M2_mag_refC_diag,5,,,60000
5,M2_mag_refC_diag,1,,,60000
5,M2_mag_refC_diag,2,,,60000
5,M2_mag_refC_diag,3,,,60000
5,M2_mag_refC_diag,4,,,60000
5,M2_mag_refC_diag,5,,,60000
6,M2_mag_refC_diag,1,,,60000
6,M2_mag_refC_diag,2,,,60000
6,M2_mag_refC_diag,3,,,60000
6,M2_mag_refC_diag,4,,,60000
6,M2_mag_refC_diag,5,,,60000
7,M2_mag_refC_diag,1,,,60000
7,M2_mag_refC_diag,2,,,60000
7,M2_mag_refC_diag,3,,,60000
7,M2_mag_refC_diag,4,,,60000
7,M2_mag_refC_diag,5,,,60000
8,M2_mag_refC_diag,1,,,60000
8,M2_mag_refC_diag,2,,,60000
8,M2_mag_refC_diag,3,,,60000
8,M2_mag_refC_diag,4,,,60000
8,M2_mag_refC_diag,5,,,60000
9,M2_mag_refC_diag,1,,,60000
9,M2_mag_refC_diag,2,,,60000
9,M2_mag_refC_diag,3,,,60000
9,M2_mag_refC_diag,4,,,60000
9,M2_mag_refC_diag,5,,,60000
10,M2_mag_refC_diag,1,,,60000
10,M2_mag_refC_diag,2,,,60000
10,M2_mag_refC_diag,3,,,60000
10,M2_mag_refC_diag,4,,,60000
10,M2_mag_refC_diag,5,,,60000
11,M2_mag_refC_diag,1,,,60000
11,M2_mag_refC_diag,2,,,60000
11,M2_mag_refC_diag,3,,,60000
11,M2_mag_refC_diag,4,,,60000
11,M2_mag_refC_diag,5,,,60000
12,M2_mag_refC_diag,1,,,60000
12,M2_mag_refC_diag,2,,,60000
12,M2_mag_refC_diag,3,,,60000
12,M2_mag_refC_diag,4,,,60000
12,M2_mag_refC_diag,5,,,60000
13,M2_mag_refC_diag,1,,,60000
13,M2_mag_refC_diag,2,,,60000
13,M2_mag_refC_diag,3,,,60000
13,M2_mag_refC_diag,4,,,60000
13,M2_mag_refC_diag,5,,,60000
14,M2_mag_refC_diag,1,,,60000
14,M2_mag_refC_diag,2,,,60000
14,M2_mag_refC_diag,3,,,60000
14,M2_mag_refC_diag,4,,,60000
14,M2_mag_refC_diag,5,,,60000
15,M2_mag_refC_diag,1,,,60000
15,M2_mag_refC_diag,2,,,60000
15,M2_mag_refC_diag,3,,,60000
15,M2_mag_refC_diag,4,,,60000
15,M2_mag_refC_diag,5,,,60000
16,M2_mag_refC_diag,1,,,60000
16,M2_mag_refC_diag,2,,,60000
16,M2_mag_refC_diag,3,,,60000
16,M2_mag_refC_diag,4,,,60000
16,M2_mag_refC_diag,5,,,60000
17,M2_mag_refC_diag,1,,,60000
17,M2_mag_refC_diag,2,,,60000
17,M2_mag_refC_diag,3,,,60000
17,M2_mag_refC_diag,4,,,60000
17,M2_mag_refC_diag,5,,,60000
18,M2_mag_refC_diag,1,,,60000
18,M2_mag_refC_diag,2,,,60000
18,M2_mag_refC_diag,3,,,60000
18,M2_mag_refC_diag,4,,,60000
18,M2_mag_refC_diag,5,,,60000
19,M2_mag_refC_diag,1,,,60000
19,M2_mag_refC_diag,2,,,60000
19,M2_mag_refC_diag,3,,,60000
19,M2_mag_refC_diag,4,,,60000
19,M2_mag_refC_diag,5,,,60000
20,M2_mag_refC_diag,1,,,60000
20,M2_mag_refC_diag,2,,,60000
20,M2_mag_refC_diag,3,,,60000
20,M2_mag_refC_diag,4,,,60000
20,M2_mag_refC_diag,5,,,60000
21,M2_mag_refC_diag,1,,,60000
21,M2_mag_refC_diag,2,,,60000
